#IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	1247-SCORE.1	1247-SCORE.2	1247-SCORE.3	1247-SCORE.4	1247-SCORE.5	1247-HIT
55612	ENTREZ_GENE	FERMT1	C20orf42|DTGCU2|KIND1|UNC112A|URP1|FLJ20116	9606	Homo sapiens	-0.13	0.721288111	0.841818542	-	-	NO
598U	UNKNOWN	AC019171.1	-	9606	Homo sapiens	-1.41	0.001305419	0.008154686	-	-	NO
57482	ENTREZ_GENE	KIAA1211	-	9606	Homo sapiens	-0.43	0.979948293	0.990318558	-	-	NO
128876	ENTREZ_GENE	FAM83C	C20orf128|dJ614O4.7	9606	Homo sapiens	-1.67	0.045922809	0.135938099	-	-	NO
55342	ENTREZ_GENE	STRBP	HEL162|ILF3L|SPNR|p74|FLJ11307	9606	Homo sapiens	-0.58	0.671509096	0.809909879	-	-	NO
10025	ENTREZ_GENE	MED16	DRIP92|THRAP5|TRAP95	9606	Homo sapiens	1.93	0.000525201	0.003794047	-	-	NO
392376	ENTREZ_GENE	OR13C2	OR37K	9606	Homo sapiens	-1.42	0.137965911	0.295909724	-	-	NO
53904	ENTREZ_GENE	MYO3A	DFNB30	9606	Homo sapiens	-0.83	0.408207351	0.603602321	-	-	NO
338339	ENTREZ_GENE	CLEC4D	CD368|CLEC-6|CLEC6|CLECSF8|MCL|MPCL	9606	Homo sapiens	0.69	0.570270025	0.737540871	-	-	NO
83547	ENTREZ_GENE	RILP	PP10141|FLJ31193	9606	Homo sapiens	-0.98	0.010274181	0.043251057	-	-	NO
55835	ENTREZ_GENE	CENPJ	BM032|CENP-J|CPAP|LAP|LIP1|MCPH6|SASS4|SCKL4|Sas-4	9606	Homo sapiens	1.26	0.043569094	0.130988966	-	-	NO
57484	ENTREZ_GENE	RNF150	KIAA1214	9606	Homo sapiens	-1.1	0.055540191	0.155958664	-	-	NO
3485	ENTREZ_GENE	IGFBP2	IBP2|IGF-BP53	9606	Homo sapiens	0.87	0.116748276	0.263949437	-	-	NO
6794	ENTREZ_GENE	STK11	LKB1|PJS|hLKB1	9606	Homo sapiens	-4.14	3.13e-06	4.65e-05	-	-	YES
6795	ENTREZ_GENE	AURKC	AIE2|AIK3|ARK3|AurC|HEL-S-90|SPGF5|STK13|aurora-C	9606	Homo sapiens	-0.2	0.63029446	0.782429105	-	-	NO
6792	ENTREZ_GENE	CDKL5	CFAP247|EIEE2|ISSX|STK9	9606	Homo sapiens	0.88	0.100206039	0.237092395	-	-	NO
6793	ENTREZ_GENE	STK10	LOK|PRO2729	9606	Homo sapiens	-2.47	0.002034929	0.011784083	-	-	NO
6790	ENTREZ_GENE	AURKA	AIK|ARK1|AURA|BTAK|PPP1R47|STK15|STK6|STK7	9606	Homo sapiens	-2.73	1.63e-07	3.76e-06	-	-	YES
585U	UNKNOWN	AC079354.1	-	9606	Homo sapiens	0.1	0.935475605	0.967498432	-	-	NO
348378	ENTREZ_GENE	FAM159A	PRO7171|WWLS2783	9606	Homo sapiens	0.78	0.467063005	0.655579942	-	-	NO
57486	ENTREZ_GENE	NLN	AGTBP|EP24.16|MEP|MOP|KIAA1226	9606	Homo sapiens	-0.41	0.561872548	0.731103051	-	-	NO
286097	ENTREZ_GENE	MICU3	EFHA2|DKFZp313A0139	9606	Homo sapiens	-0.27	0.590676371	0.752878934	-	-	NO
6799	ENTREZ_GENE	SULT1A2	HAST4|P-PST|ST1A2|STP2|TSPST2	9606	Homo sapiens	-0.53	0.547710581	0.720385502	-	-	NO
56121	ENTREZ_GENE	PCDHB15	PCDH-BETA15	9606	Homo sapiens	-1.02	0.449960849	0.640659153	-	-	NO
56123	ENTREZ_GENE	PCDHB13	PCDH-BETA13	9606	Homo sapiens	0.07	0.665619474	0.806534338	-	-	NO
442361	ENTREZ_GENE	OR2A2	OR2A17P|OR2A2P|OR7-11|OST008	9606	Homo sapiens	-0.79	0.24270853	0.431856181	-	-	NO
284366	ENTREZ_GENE	KLK9	KLK-L3|KLKL3	9606	Homo sapiens	-0.17	0.509721381	0.68946687	-	-	NO
56124	ENTREZ_GENE	PCDHB12	PCDH-BETA12	9606	Homo sapiens	0.18	0.932911592	0.966251391	-	-	NO
56126	ENTREZ_GENE	PCDHB10	PCDH-BETA10|PCHB10	9606	Homo sapiens	1.01	0.136906474	0.294633427	-	-	NO
56129	ENTREZ_GENE	PCDHB7	PCDH-BETA7	9606	Homo sapiens	-0.54	0.94062852	0.970528252	-	-	NO
56128	ENTREZ_GENE	PCDHB8	PCDH-BETA8|PCDH3I	9606	Homo sapiens	-1.53	0.003636827	0.018913391	-	-	NO
402055	ENTREZ_GENE	SRRD	HC/HCC|SRR1L	9606	Homo sapiens	-3.11	3.26e-06	4.8e-05	-	-	YES
283807	ENTREZ_GENE	FBXL22	Fbl22|FLJ39626	9606	Homo sapiens	-0.83	0.063083754	0.171598796	-	-	NO
28990	ENTREZ_GENE	ASTE1	HT001	9606	Homo sapiens	0.41	0.73051208	0.847713942	-	-	NO
4641	ENTREZ_GENE	MYO1C	MMI-beta|MMIb|NMI|myr2	9606	Homo sapiens	-0.25	0.417273621	0.611984988	-	-	NO
260293	ENTREZ_GENE	CYP4X1	CYPIVX1	9606	Homo sapiens	0.54	0.385146641	0.582071819	-	-	NO
23309	ENTREZ_GENE	SIN3B	-	9606	Homo sapiens	0.61	0.842445275	0.916788358	-	-	NO
29940	ENTREZ_GENE	DSE	DS-epi1|DSEP|DSEPI|EDSMC2|SART-2|SART2	9606	Homo sapiens	0.16	0.931652732	0.96589814	-	-	NO
165829	ENTREZ_GENE	GPR156	GABABL|PGR28	9606	Homo sapiens	-1.48	0.350106977	0.546742364	-	-	NO
270	ENTREZ_GENE	AMPD1	MAD|MADA|MMDD	9606	Homo sapiens	0.13	0.70751751	0.832892978	-	-	NO
55837	ENTREZ_GENE	EAPP	BM036|C14orf11|FLJ20578	9606	Homo sapiens	-3.14	4.62e-06	6.46e-05	-	-	YES
272	ENTREZ_GENE	AMPD3	-	9606	Homo sapiens	-1.04	0.108940467	0.251225531	-	-	NO
273	ENTREZ_GENE	AMPH	AMPH1	9606	Homo sapiens	-0.91	0.199865249	0.380510857	-	-	NO
55832	ENTREZ_GENE	CAND1	TIP120|TIP120A|DKFZp434M1414|KIAA0829	9606	Homo sapiens	-2.35	0.001486378	0.009114264	-	-	NO
275	ENTREZ_GENE	AMT	GCE|GCST|GCVT|NKH	9606	Homo sapiens	-1.37	0.037642209	0.117331593	-	-	NO
55830	ENTREZ_GENE	GLT8D1	AD-017|MSTP139|FLJ14611	9606	Homo sapiens	0.04	0.686564504	0.819487967	-	-	NO
55831	ENTREZ_GENE	EMC3	POB|TMEM111	9606	Homo sapiens	-4.36	1.12e-09	6.39e-08	-	-	YES
279	ENTREZ_GENE	AMY2A	AMY2|PA	9606	Homo sapiens	-2.95	0.003023849	0.016284647	-	-	YES
53947	ENTREZ_GENE	A4GALT	A14GALT|A4GALT1|Gb3S|P(k)|P1|P1PK|PK	9606	Homo sapiens	0.29	0.687284599	0.819961006	-	-	NO
55839	ENTREZ_GENE	CENPN	BM039|C16orf60|CENP-N|ICEN32|FLJ22660|FLJ13607	9606	Homo sapiens	-2.83	4.65e-07	9.05e-06	-	-	YES
100652740	ENTREZ_GENE	PYCARD-AS1	C16orf98|PYCARDOS	9606	Homo sapiens	-1.9	0.004077071	0.020711838	-	-	NO
1650	ENTREZ_GENE	DDOST	AGER1|CDG1R|GATD6|OKSWcl45|OST|OST48|WBP1|KIAA0115	9606	Homo sapiens	-4.2	5.06e-06	6.97e-05	-	-	YES
23308	ENTREZ_GENE	ICOSLG	B7-H2|B7H2|B7RP-1|B7RP1|CD275|GL50|ICOS-L|ICOSL|LICOS|KIAA0653	9606	Homo sapiens	1.62	0.06787965	0.180648986	-	-	NO
952U	UNKNOWN	RP11-664I21.6	-	9606	Homo sapiens	0.37	0.692595957	0.823268205	-	-	NO
23770	ENTREZ_GENE	FKBP8	FKBP38|FKBPr38	9606	Homo sapiens	-0.29	0.465794375	0.654304484	-	-	NO
100652748	ENTREZ_GENE	TIMM23B	bA592B15.7	9606	Homo sapiens	-2.0	0.027227437	0.092090634	-	-	NO
389208	ENTREZ_GENE	TMPRSS11F	FLJ16046	9606	Homo sapiens	-0.29	0.332077621	0.528680264	-	-	NO
727897	ENTREZ_GENE	MUC5B	MG1|MUC-5B|MUC5|MUC9	9606	Homo sapiens	-1.05	0.18458752	0.360344825	-	-	NO
26122	ENTREZ_GENE	EPC2	EPC-LIKE|DKFZP566F2124	9606	Homo sapiens	-1.38	0.044628803	0.133233435	-	-	NO
3486	ENTREZ_GENE	IGFBP3	BP-53|IBP3	9606	Homo sapiens	0.22	0.942003059	0.971243332	-	-	NO
84918	ENTREZ_GENE	LRP11	MANSC3|bA350J20.3	9606	Homo sapiens	-0.71	0.170317357	0.341317486	-	-	NO
389206	ENTREZ_GENE	BEND4	CCDC4|FLJ43965|FLJ35632	9606	Homo sapiens	0.82	0.209725383	0.392923149	-	-	NO
389207	ENTREZ_GENE	GRXCR1	DFNB25|PPP1R88	9606	Homo sapiens	-0.65	0.575659118	0.741393773	-	-	NO
221960	ENTREZ_GENE	CCZ1B	C7orf28B|H_NH0577018.2|DKFZP586I1023	9606	Homo sapiens	-2.09	0.009131668	0.039463331	-	-	NO
63027	ENTREZ_GENE	SLC22A23	C6orf85|FLJ22174	9606	Homo sapiens	-0.21	0.46000438	0.649142401	-	-	NO
9528	ENTREZ_GENE	TMEM59	C1orf8|DCF1|HSPC001|PRO195|UNQ169	9606	Homo sapiens	-0.79	0.458397409	0.648194229	-	-	NO
9529	ENTREZ_GENE	BAG5	BAG-5	9606	Homo sapiens	-3.84	8.08e-05	0.000763434	-	-	YES
9258	ENTREZ_GENE	MFHAS1	LRRC65|MASL1|ROCO4	9606	Homo sapiens	1.14	0.424835199	0.618337484	-	-	NO
55293	ENTREZ_GENE	UEVLD	ATTP|UEV3	9606	Homo sapiens	-0.52	0.518676387	0.696678513	-	-	NO
9524	ENTREZ_GENE	TECR	GPSN2|MRT14|SC2|TER	9606	Homo sapiens	-0.73	0.217567842	0.402673692	-	-	NO
9525	ENTREZ_GENE	VPS4B	MIG1|SKD1|SKD1B|VPS4-2	9606	Homo sapiens	-3.86	9.44e-07	1.64e-05	-	-	YES
9526	ENTREZ_GENE	MPDU1	CDGIF|HBEBP2BPA|Lec35|My008|PP3958|PQLC5|SL15	9606	Homo sapiens	-3.89	8.39e-12	1.8e-09	-	-	YES
9527	ENTREZ_GENE	GOSR1	GOLIM2|GOS-28|GOS28|GOS28/P28|GS28|P28	9606	Homo sapiens	-1.78	0.019872705	0.072646181	-	-	NO
9520	ENTREZ_GENE	NPEPPS	AAP-S|MP100|PSA	9606	Homo sapiens	-3.52	2.37e-05	0.000264433	-	-	YES
5988	ENTREZ_GENE	RFPL1	RNF78	9606	Homo sapiens	-0.85	0.10489501	0.244689759	-	-	NO
57472	ENTREZ_GENE	CNOT6	CCR4|Ccr4a|KIAA1194	9606	Homo sapiens	-1.47	0.027338946	0.092420891	-	-	NO
57473	ENTREZ_GENE	ZNF512B	GM632	9606	Homo sapiens	-0.47	0.475017406	0.661522665	-	-	NO
22950	ENTREZ_GENE	SLC4A1AP	HLC3|kanadaptin	9606	Homo sapiens	0.4	0.250236459	0.440430264	-	-	NO
5989	ENTREZ_GENE	RFX1	EFC|RFX|EF-C	9606	Homo sapiens	0.81	0.283100528	0.476690474	-	-	NO
1370	ENTREZ_GENE	CPN2	ACBP	9606	Homo sapiens	-0.87	0.318694536	0.515208663	-	-	NO
80274	ENTREZ_GENE	SCUBE1	-	9606	Homo sapiens	0.64	0.095456617	0.229114213	-	-	NO
378807	ENTREZ_GENE	CATSPER4	-	9606	Homo sapiens	-0.96	0.402164201	0.598427993	-	-	NO
84126	ENTREZ_GENE	ATRIP	FLJ12343	9606	Homo sapiens	-1.54	0.08472756	0.210539616	-	-	NO
84124	ENTREZ_GENE	ZNF394	ZKSCAN14|ZSCAN46|FLJ12298	9606	Homo sapiens	-3.38	0.000100817	0.000925589	-	-	YES
84125	ENTREZ_GENE	LRRIQ1	FLJ12303|KIAA1801	9606	Homo sapiens	-0.63	0.284303081	0.478108094	-	-	NO
84128	ENTREZ_GENE	WDR75	NET16|UTP17|FLJ12519	9606	Homo sapiens	-5.79	1.82e-12	6.71e-10	-	-	YES
84129	ENTREZ_GENE	ACAD11	ACAD-11|FLJ12592	9606	Homo sapiens	-2.02	0.007490895	0.033835088	-	-	NO
255104	ENTREZ_GENE	TMCO4	DKFZp686C23231	9606	Homo sapiens	-0.55	0.391814208	0.588457031	-	-	NO
1212	ENTREZ_GENE	CLTB	LCB	9606	Homo sapiens	-1.01	0.195596299	0.375277642	-	-	NO
10893	ENTREZ_GENE	MMP24	MMP-24|MMP25|MT-MMP 5|MT-MMP5|MT5-MMP|MT5MMP|MTMMP5	9606	Homo sapiens	-1.69	0.012701177	0.05090654	-	-	NO
26020	ENTREZ_GENE	LRP10	LRP-10|LRP9|MST087|MSTP087|DKFZP564C1940	9606	Homo sapiens	-0.97	0.084239842	0.20971861	-	-	NO
64902	ENTREZ_GENE	AGXT2	AGT2|BAIBA|DAIBAT	9606	Homo sapiens	-0.23	0.619857051	0.774085785	-	-	NO
64900	ENTREZ_GENE	LPIN3	LIPN3L|SMP2	9606	Homo sapiens	0.0	0.919258457	0.958463652	-	-	NO
10892	ENTREZ_GENE	MALT1	IMD12|MLT|MLT1|PCASP1	9606	Homo sapiens	-1.06	0.478369934	0.663993141	-	-	NO
124359	ENTREZ_GENE	CDYL2	PCCP1|FLJ38866	9606	Homo sapiens	0.48	0.414831236	0.609593187	-	-	NO
646960	ENTREZ_GENE	PRSS56	MCOP6	9606	Homo sapiens	-2.0	0.003811278	0.019626656	-	-	NO
253635	ENTREZ_GENE	GPATCH11	CCDC75|CENP-Y|CENPY|FLJ38348	9606	Homo sapiens	0.29	0.510225541	0.689728902	-	-	NO
646962	ENTREZ_GENE	HRCT1	LGLL338|PRO537|UNQ338	9606	Homo sapiens	-1.52	0.002708379	0.014902916	-	-	NO
100534599	ENTREZ_GENE	ISY1-RAB43	-	9606	Homo sapiens	-3.53	5.69e-07	1.07e-05	-	-	YES
100534592	ENTREZ_GENE	URGCP-MRPS24	-	9606	Homo sapiens	-2.08	0.001594055	0.00962692	-	-	NO
5986	ENTREZ_GENE	RFNG	-	9606	Homo sapiens	-0.72	0.122418225	0.272076784	-	-	NO
133690	ENTREZ_GENE	CAPSL	-	9606	Homo sapiens	0.74	0.513504432	0.692335961	-	-	NO
22874	ENTREZ_GENE	PLEKHA6	PEPP-3|PEPP3|KIAA0969	9606	Homo sapiens	-0.66	0.069446801	0.183466539	-	-	NO
22875	ENTREZ_GENE	ENPP4	NPP4|KIAA0879	9606	Homo sapiens	1.23	0.114880512	0.260802762	-	-	NO
22876	ENTREZ_GENE	INPP5F	MSTP007|MSTPO47|SAC2|hSAC2|KIAA0966	9606	Homo sapiens	0.43	0.763107	0.869315078	-	-	NO
22877	ENTREZ_GENE	MLXIP	MIR|MONDOA|bHLHe36|KIAA0867	9606	Homo sapiens	-1.11	0.133251541	0.288928412	-	-	NO
22870	ENTREZ_GENE	PPP6R1	KIAA1115|PP6R1|SAP190|SAPS1	9606	Homo sapiens	-0.72	0.103441093	0.24245787	-	-	NO
22871	ENTREZ_GENE	NLGN1	NL1|KIAA1070	9606	Homo sapiens	-0.86	0.132902124	0.288358385	-	-	NO
22872	ENTREZ_GENE	SEC31A	ABP125|ABP130|HSPC275|HSPC334|SEC31L1|KIAA0905	9606	Homo sapiens	0.13	0.443854366	0.635312234	-	-	NO
22873	ENTREZ_GENE	DZIP1	DZIP|DZIPt1|KIAA0996	9606	Homo sapiens	-1.02	0.148926768	0.311924128	-	-	NO
79949	ENTREZ_GENE	PLEKHS1	C10orf81|HEL185|bA211N11.2|FLJ23537	9606	Homo sapiens	0.92	0.102293159	0.240471904	-	-	NO
10894	ENTREZ_GENE	LYVE1	CRSBP-1|HAR|LYVE-1|XLKD1	9606	Homo sapiens	-0.63	0.153793248	0.3185137	-	-	NO
22878	ENTREZ_GENE	TRAPPC8	GSG1|HsT2706|KIAA1012|TRS85	9606	Homo sapiens	-3.3	0.000212283	0.001754776	-	-	YES
22879	ENTREZ_GENE	MON1B	HSRG1|SAND2|SRG1|KIAA0872	9606	Homo sapiens	-0.83	0.091357751	0.221805437	-	-	NO
84698	ENTREZ_GENE	CAPS2	UG0636c06	9606	Homo sapiens	-1.35	0.065594785	0.176282443	-	-	NO
84699	ENTREZ_GENE	CREB3L3	CREB-H|CREBH|HYST1481	9606	Homo sapiens	-0.41	0.418017916	0.612717068	-	-	NO
138046	ENTREZ_GENE	RALYL	HNRPCL3	9606	Homo sapiens	0.13	0.431413528	0.624297648	-	-	NO
84690	ENTREZ_GENE	SPATA22	NYD-SP20|NYDSP20	9606	Homo sapiens	1.15	0.143263669	0.30349415	-	-	NO
3512	ENTREZ_GENE	JCHAIN	IGCJ|IGJ|JCH	9606	Homo sapiens	-1.14	0.360778181	0.557748	-	-	NO
84692	ENTREZ_GENE	CCDC54	NYD-SP17|SP17|FLJ25362	9606	Homo sapiens	0.33	0.513708567	0.692564489	-	-	NO
84693	ENTREZ_GENE	MCEE	GLOD2	9606	Homo sapiens	-1.59	0.002051736	0.0118608	-	-	NO
84694	ENTREZ_GENE	GJA10	CX62	9606	Homo sapiens	-1.7	0.020894515	0.075566419	-	-	NO
3516	ENTREZ_GENE	RBPJ	AOS3|CBF1|IGKJRB|IGKJRB1|KBF2|RBP-J|RBPJK|RBPSUH|SUH|csl	9606	Homo sapiens	0.05	0.826914441	0.908088596	-	-	NO
84696	ENTREZ_GENE	ABHD1	LABH1|FLJ36128	9606	Homo sapiens	-1.24	0.021858796	0.078247134	-	-	NO
3514	ENTREZ_GENE	IGKC	HCAK1|IGKCD|Km	9606	Homo sapiens	-0.74	0.049533294	0.14350301	-	-	NO
151556	ENTREZ_GENE	GPR155	DEP.7|DEPDC3|PGR22|FLJ31819	9606	Homo sapiens	-1.39	0.048199693	0.140434366	-	-	NO
2688	ENTREZ_GENE	GH1	GH|GH-N|GHB5|GHN|IGHD1B|hGH-N	9606	Homo sapiens	-0.29	0.281734084	0.47530685	-	-	NO
167465	ENTREZ_GENE	ZNF366	DC-SCRIPT|DCSCRIPT|FLJ39796	9606	Homo sapiens	-0.55	0.181115703	0.355545808	-	-	NO
90316	ENTREZ_GENE	TGIF2LX	TGIFLX	9606	Homo sapiens	0.6	0.253962384	0.444134321	-	-	NO
90317	ENTREZ_GENE	ZNF616	-	9606	Homo sapiens	-0.7	0.13090856	0.28519385	-	-	NO
2686	ENTREZ_GENE	GGT7	D20S101|GGT4|GGTL3|GGTL5|dJ18C9.2	9606	Homo sapiens	-0.36	0.731833014	0.848430714	-	-	NO
2687	ENTREZ_GENE	GGT5	GGL|GGT 5|GGT-REL|GGTLA1	9606	Homo sapiens	-1.24	0.036125304	0.113829434	-	-	NO
90649	ENTREZ_GENE	ZNF486	KRBO2	9606	Homo sapiens	-1.07	0.003355605	0.017691776	-	-	NO
3441	ENTREZ_GENE	IFNA4	IFN-alpha4a|INFA4	9606	Homo sapiens	1.25	0.360347513	0.557227506	-	-	NO
1613	ENTREZ_GENE	DAPK3	DLK|ZIP|ZIPK	9606	Homo sapiens	2.96	4.82e-06	6.7e-05	-	-	NO
351U	UNKNOWN	RP11-444E17.6	-	9606	Homo sapiens	-0.27	0.334809358	0.531548068	-	-	NO
285848	ENTREZ_GENE	PNPLA1	ARCI10|dJ50J22.1|FLJ38755	9606	Homo sapiens	-1.25	0.538659866	0.712747663	-	-	NO
266812	ENTREZ_GENE	NAP1L5	DRLM	9606	Homo sapiens	0.03	0.76655566	0.870961246	-	-	NO
433U	UNKNOWN	AC226150.4	-	9606	Homo sapiens	-0.27	0.781036807	0.880808301	-	-	NO
112950	ENTREZ_GENE	MED8	ARC32	9606	Homo sapiens	-0.95	0.019737286	0.072273488	-	-	NO
90	ENTREZ_GENE	ACVR1	ACTRI|ACVR1A|ACVRLK2|ALK2|FOP|SKR1|TSRI	9606	Homo sapiens	-0.48	0.609112663	0.766188378	-	-	NO
93	ENTREZ_GENE	ACVR2B	ACTRIIB|ActR-IIB|HTX4	9606	Homo sapiens	-0.5	0.420928078	0.615101207	-	-	NO
113235	ENTREZ_GENE	SLC46A1	G21|HCP1|PCFT	9606	Homo sapiens	-0.98	0.232934973	0.420810014	-	-	NO
95	ENTREZ_GENE	ACY1	ACY-1|ACY1D|HEL-S-5	9606	Homo sapiens	0.73	0.182058385	0.357010833	-	-	NO
